Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2023-03-21T00:00:00-07:00,0.4,0,0.4,0,86
2023-03-21T00:05:00-07:00,0.3,0,0.3,0,
2023-03-21T00:10:00-07:00,0.4,0,0.4,0,
2023-03-21T00:15:00-07:00,0.4,0,0.4,0,86
2023-03-21T00:20:00-07:00,0.4,0,0.4,0,
2023-03-21T00:25:00-07:00,0.4,0,0.4,0,
2023-03-21T00:30:00-07:00,0.5,0,0.5,0,85
2023-03-21T00:35:00-07:00,0.4,0,0.4,0,
2023-03-21T00:40:00-07:00,0.4,0,0.4,0,
2023-03-21T00:45:00-07:00,0.4,0,0.4,0,85
2023-03-21T00:50:00-07:00,0.3,0,0.3,0,
2023-03-21T00:55:00-07:00,0.2,0,0.2,0,
2023-03-21T01:00:00-07:00,0.3,0,0.3,0,84
2023-03-21T01:05:00-07:00,0.5,0,0.5,0,
2023-03-21T01:10:00-07:00,0.4,0,0.4,0,
2023-03-21T01:15:00-07:00,0.4,0,0.4,0,84
2023-03-21T01:20:00-07:00,0.4,0,0.4,0,
2023-03-21T01:25:00-07:00,0.4,0,0.4,0,
2023-03-21T01:30:00-07:00,0.3,0,0.3,0,84
2023-03-21T01:35:00-07:00,0.5,0,0.5,0,
2023-03-21T01:40:00-07:00,0.5,0,0.5,0,
2023-03-21T01:45:00-07:00,0.3,0,0.3,0,83
2023-03-21T01:50:00-07:00,0.3,0,0.3,0,
2023-03-21T01:55:00-07:00,0.4,0,0.4,0,
2023-03-21T02:00:00-07:00,0.3,0,0.3,0,83
2023-03-21T02:05:00-07:00,0.4,0,0.4,0,
2023-03-21T02:10:00-07:00,0.5,0,0.5,0,
2023-03-21T02:15:00-07:00,0.4,0,0.4,0,82
2023-03-21T02:20:00-07:00,0.3,0,0.3,0,
2023-03-21T02:25:00-07:00,0.4,0,0.4,0,
2023-03-21T02:30:00-07:00,0.4,0,0.4,0,82
2023-03-21T02:35:00-07:00,0.4,0,0.4,0,
2023-03-21T02:40:00-07:00,0.4,0,0.4,0,
2023-03-21T02:45:00-07:00,0.6,0,0.6,0,81
2023-03-21T02:50:00-07:00,0.4,0,0.4,0,
2023-03-21T02:55:00-07:00,0.3,0,0.3,0,
2023-03-21T03:00:00-07:00,0.3,0,0.3,0,81
2023-03-21T03:05:00-07:00,0.3,0,0.3,0,
2023-03-21T03:10:00-07:00,0.4,0,0.4,0,
2023-03-21T03:15:00-07:00,0.4,0,0.4,0,80
2023-03-21T03:20:00-07:00,0.5,0,0.5,0,
2023-03-21T03:25:00-07:00,0.5,0,0.5,0,
2023-03-21T03:30:00-07:00,0.4,0,0.4,0,80
2023-03-21T03:35:00-07:00,0.5,0,0.5,0,
2023-03-21T03:40:00-07:00,0.3,0,0.3,0,
