Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2023-04-07T00:00:00-07:00,0.5,0,0.5,0,60
2023-04-07T00:05:00-07:00,0.3,0,0.3,0,
2023-04-07T00:10:00-07:00,0.4,0,0.4,0,
2023-04-07T00:15:00-07:00,0.4,0,0.4,0,60
2023-04-07T00:20:00-07:00,0.4,0,0.4,0,
2023-04-07T00:25:00-07:00,0.4,0,0.4,0,
2023-04-07T00:30:00-07:00,0.4,0,0.4,0,59
2023-04-07T00:35:00-07:00,0.5,0,0.5,0,
2023-04-07T00:40:00-07:00,0.4,0,0.4,0,
2023-04-07T00:45:00-07:00,0.3,0,0.3,0,59
2023-04-07T00:50:00-07:00,0.4,0,0.4,0,
2023-04-07T00:55:00-07:00,0.3,0,0.3,0,
2023-04-07T01:00:00-07:00,0.3,0,0.3,0,58
2023-04-07T01:05:00-07:00,0.4,0,0.4,0,
2023-04-07T01:10:00-07:00,0.5,0,0.5,0,
2023-04-07T01:15:00-07:00,0.5,0,0.5,0,58
2023-04-07T01:20:00-07:00,0.5,0,0.5,0,
2023-04-07T01:25:00-07:00,0.4,0,0.4,0,
2023-04-07T01:30:00-07:00,0.4,0,0.4,0,57
2023-04-07T01:35:00-07:00,0.4,0,0.4,0,
2023-04-07T01:40:00-07:00,0.4,0,0.4,0,
2023-04-07T01:45:00-07:00,0.5,0,0.5,0,57
2023-04-07T01:50:00-07:00,0.3,0,0.3,0,
2023-04-07T01:55:00-07:00,0.3,0,0.3,0,
2023-04-07T02:00:00-07:00,0.5,0,0.5,0,56
2023-04-07T02:05:00-07:00,0.4,0,0.4,0,
2023-04-07T02:10:00-07:00,0.4,0,0.4,0,
2023-04-07T02:15:00-07:00,0.5,0,0.5,0,56
2023-04-07T02:20:00-07:00,0.4,0,0.4,0,
2023-04-07T02:25:00-07:00,0.4,0,0.4,0,
2023-04-07T02:30:00-07:00,0.4,0,0.4,0,56
2023-04-07T02:35:00-07:00,0.4,0,0.4,0,
2023-04-07T02:40:00-07:00,0.4,0,0.4,0,
2023-04-07T02:45:00-07:00,0.3,0,0.3,0,55
2023-04-07T02:50:00-07:00,0.3,0,0.3,0,
2023-04-07T02:55:00-07:00,0.4,0,0.4,0,
2023-04-07T03:00:00-07:00,0.4,0,0.4,0,55
2023-04-07T03:05:00-07:00,0.4,0,0.4,0,
2023-04-07T03:10:00-07:00,0.4,0,0.4,0,
2023-04-07T03:15:00-07:00,0.4,0,0.4,0,54
2023-04-07T03:20:00-07:00,0.7,0,0.4,0.3,
