Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2022-10-13T00:00:00-07:00,0.7,0,0.7,0,36
2022-10-13T00:05:00-07:00,0.4,0,0.4,0,
2022-10-13T00:10:00-07:00,0.4,0,0.4,0,
2022-10-13T00:15:00-07:00,0.4,0,0.4,0,35
2022-10-13T00:20:00-07:00,0.3,0,0.3,0,
2022-10-13T00:25:00-07:00,0.3,0,0.3,0,
2022-10-13T00:30:00-07:00,0.3,0,0.3,0,35
2022-10-13T00:35:00-07:00,0.3,0,0.3,0,
2022-10-13T00:40:00-07:00,0.4,0,0.4,0,
2022-10-13T00:45:00-07:00,0.4,0,0.4,0,35
2022-10-13T00:50:00-07:00,0.4,0,0.4,0,
2022-10-13T00:55:00-07:00,0.4,0,0.4,0,
2022-10-13T01:00:00-07:00,0.4,0,0.4,0,34
2022-10-13T01:05:00-07:00,0.5,0,0.5,0,
2022-10-13T01:10:00-07:00,0.6,0,0.6,0,
2022-10-13T01:15:00-07:00,0.5,0,0.5,0,34
2022-10-13T01:20:00-07:00,0.5,0,0.5,0,
2022-10-13T01:25:00-07:00,0.5,0,0.5,0,
2022-10-13T01:30:00-07:00,0.4,0,0.4,0,33
2022-10-13T01:35:00-07:00,0.3,0,0.3,0,
2022-10-13T01:40:00-07:00,0.3,0,0.3,0,
2022-10-13T01:45:00-07:00,0.5,0,0.5,0,33
2022-10-13T01:50:00-07:00,0.4,0,0.4,0,
2022-10-13T01:55:00-07:00,0.4,0,0.4,0,
2022-10-13T02:00:00-07:00,0.3,0,0.3,0,32
2022-10-13T02:05:00-07:00,0.4,0,0.4,0,
2022-10-13T02:10:00-07:00,0.5,0,0.5,0,
2022-10-13T02:15:00-07:00,0.5,0,0.5,0,32
2022-10-13T02:20:00-07:00,0.4,0,0.4,0,
2022-10-13T02:25:00-07:00,0.3,0,0.3,0,
2022-10-13T02:30:00-07:00,0.3,0,0.3,0,32
2022-10-13T02:35:00-07:00,0,0,0,0,
2022-10-13T02:40:00-07:00,0,0,0,0,
2022-10-13T02:45:00-07:00,0,0,0,0,0
2022-10-13T02:50:00-07:00,0,0,0,0,
2022-10-13T02:55:00-07:00,0,0,0,0,
2022-10-13T03:00:00-07:00,0,0,0,0,0
2022-10-13T03:05:00-07:00,0,0,0,0,
