Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2022-10-03T00:00:00-07:00,0.3,0,0.3,0,59
2022-10-03T00:05:00-07:00,0.3,0,0.3,0,
2022-10-03T00:10:00-07:00,0.3,0,0.3,0,
2022-10-03T00:15:00-07:00,0.3,0,0.3,0,58
2022-10-03T00:20:00-07:00,0.4,0,0.4,0,
2022-10-03T00:25:00-07:00,0.4,0,0.4,0,
2022-10-03T00:30:00-07:00,0.5,0,0.5,0,58
2022-10-03T00:35:00-07:00,0.3,0,0.3,0,
2022-10-03T00:40:00-07:00,0.3,0,0.3,0,
2022-10-03T00:45:00-07:00,0.4,0,0.4,0,57
2022-10-03T00:50:00-07:00,0.4,0,0.4,0,
2022-10-03T00:55:00-07:00,0.4,0,0.4,0,
2022-10-03T01:00:00-07:00,0.3,0,0.3,0,57
2022-10-03T01:05:00-07:00,0.3,0,0.3,0,
2022-10-03T01:10:00-07:00,0.4,0,0.4,0,
2022-10-03T01:15:00-07:00,0.4,0,0.4,0,57
2022-10-03T01:20:00-07:00,0.4,0,0.4,0,
2022-10-03T01:25:00-07:00,0.5,0,0.5,0,
2022-10-03T01:30:00-07:00,0.4,0,0.4,0,56
2022-10-03T01:35:00-07:00,0.4,0,0.4,0,
2022-10-03T01:40:00-07:00,0.3,0,0.3,0,
2022-10-03T01:45:00-07:00,0.5,0,0.5,0,56
2022-10-03T01:50:00-07:00,0.4,0,0.4,0,
2022-10-03T01:55:00-07:00,0.5,0,0.5,0,
2022-10-03T02:00:00-07:00,0.5,0,0.5,0,55
2022-10-03T02:05:00-07:00,0.6,0,0.6,0,
2022-10-03T02:10:00-07:00,0.7,0,0.7,0,
2022-10-03T02:15:00-07:00,0.7,0,0.7,0,54
2022-10-03T02:20:00-07:00,0.7,0,0.7,0,
2022-10-03T02:25:00-07:00,0.3,0,0.3,0,
2022-10-03T02:30:00-07:00,0.7,0,0.7,0,54
2022-10-03T02:35:00-07:00,0.6,0,0.6,0,
2022-10-03T02:40:00-07:00,0.5,0,0.5,0,
2022-10-03T02:45:00-07:00,0.4,0,0.4,0,53
2022-10-03T02:50:00-07:00,0.4,0,0.4,0,
2022-10-03T02:55:00-07:00,0.3,0,0.3,0,
2022-10-03T03:00:00-07:00,0,0,0,0,0
2022-10-03T03:05:00-07:00,0,0,0,0,
2022-10-03T03:10:00-07:00,0,0,0,0,
2022-10-03T03:15:00-07:00,0,0,0,0,0
2022-10-03T03:20:00-07:00,0,0,0,0,
2022-10-03T03:25:00-07:00,0,0,0,0,
2022-10-03T03:30:00-07:00,0,0,0,0,52
2022-10-03T03:35:00-07:00,0.4,0,0.4,0,
2022-10-03T03:40:00-07:00,0.4,0,0.4,0,
2022-10-03T03:45:00-07:00,0.4,0,0.4,0,51
2022-10-03T03:50:00-07:00,0.4,0,0.4,0,
2022-10-03T03:55:00-07:00,0.4,0,0.4,0,
2022-10-03T04:00:00-07:00,0.4,0,0.4,0,51
2022-10-03T04:05:00-07:00,0.5,0,0.5,0,
2022-10-03T04:10:00-07:00,0.4,0,0.4,0,
2022-10-03T04:15:00-07:00,0.4,0,0.4,0,51
2022-10-03T04:20:00-07:00,0.4,0,0.4,0,
2022-10-03T04:25:00-07:00,0.4,0,0.4,0,
2022-10-03T04:30:00-07:00,0.4,0,0.4,0,50
2022-10-03T04:35:00-07:00,0.4,0,0.4,0,
2022-10-03T04:40:00-07:00,0.4,0,0.4,0,
2022-10-03T04:45:00-07:00,0.5,0,0.5,0,50
2022-10-03T04:50:00-07:00,0.5,0,0.5,0,
2022-10-03T04:55:00-07:00,0.4,0,0.4,0,
2022-10-03T05:00:00-07:00,0.3,0,0.3,0,49
2022-10-03T05:05:00-07:00,0.3,0,0.3,0,
2022-10-03T05:10:00-07:00,0.2,0,0.2,0,
2022-10-03T05:15:00-07:00,0.4,0,0.4,0,49
2022-10-03T05:20:00-07:00,0.4,0,0.4,0,
2022-10-03T05:25:00-07:00,0.5,0,0.5,0,
2022-10-03T05:30:00-07:00,0.5,0,0.5,0,48
2022-10-03T05:35:00-07:00,0.5,0,0.5,0,
2022-10-03T05:40:00-07:00,0.4,0,0.4,0,
2022-10-03T05:45:00-07:00,0.4,0,0.4,0,48
2022-10-03T05:50:00-07:00,0.4,0,0.4,0,
2022-10-03T05:55:00-07:00,0.4,0,0.4,0,
2022-10-03T06:00:00-07:00,0.5,0,0.5,0,47
2022-10-03T06:05:00-07:00,0.3,0,0.3,0,
2022-10-03T06:10:00-07:00,0.2,0,0.4,-0.1,
2022-10-03T06:15:00-07:00,0.4,0,0.4,0,47
2022-10-03T06:20:00-07:00,0.4,0,0.4,0,
2022-10-03T06:25:00-07:00,0.2,0,0.2,0,
2022-10-03T06:30:00-07:00,0.3,0,0.3,0,46
2022-10-03T06:35:00-07:00,0.5,0,0.5,0,
2022-10-03T06:40:00-07:00,0.3,0,0.3,0,
2022-10-03T06:45:00-07:00,0.4,0,0.4,0,46
2022-10-03T06:50:00-07:00,0.5,0,0.5,0,
2022-10-03T06:55:00-07:00,0.5,0,0.5,0,
2022-10-03T07:00:00-07:00,0.4,0,0.4,0,45
2022-10-03T07:05:00-07:00,0.4,0,0.4,0,
2022-10-03T07:10:00-07:00,0.4,0,0.4,0,
2022-10-03T07:15:00-07:00,0.3,0,0.3,0,45
2022-10-03T07:20:00-07:00,0.3,0,0.3,0,
2022-10-03T07:25:00-07:00,0.3,0.1,0.2,0,
2022-10-03T07:30:00-07:00,0.4,0.2,0.2,0,45
2022-10-03T07:35:00-07:00,0.5,0.2,0.3,0,
2022-10-03T07:40:00-07:00,0.5,0.3,0.1,0,
2022-10-03T07:45:00-07:00,0.4,0.4,0,0,45
2022-10-03T07:50:00-07:00,0.3,0.5,-0.2,0,
2022-10-03T07:55:00-07:00,0.3,0.5,-0.2,0,
2022-10-03T08:00:00-07:00,0.8,0.5,0.1,0.1,45
2022-10-03T08:05:00-07:00,0.6,0.9,-0.3,0,
