Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2022-03-31T00:00:00-07:00,0.5,0,0.5,0,85
2022-03-31T00:05:00-07:00,0.4,0,0.4,0,
2022-03-31T00:10:00-07:00,0.3,0,0.3,0,
2022-03-31T00:15:00-07:00,0.3,0,0.3,0,84
2022-03-31T00:20:00-07:00,0.3,0,0.3,0,
2022-03-31T00:25:00-07:00,0.3,0,0.3,0,
2022-03-31T00:30:00-07:00,0.5,0,0.5,0,84
2022-03-31T00:35:00-07:00,0.4,0,0.4,0,
2022-03-31T00:40:00-07:00,0.4,0,0.4,0,
2022-03-31T00:45:00-07:00,0.3,0,0.3,0,84
2022-03-31T00:50:00-07:00,0.4,0,0.4,0,
2022-03-31T00:55:00-07:00,0.4,0,0.4,0,
2022-03-31T01:00:00-07:00,0.4,0,0.4,0,84
2022-03-31T01:05:00-07:00,0.4,0,0.4,0,
2022-03-31T01:10:00-07:00,0.5,0,0.5,0,
2022-03-31T01:15:00-07:00,0.4,0,0.4,0,83
2022-03-31T01:20:00-07:00,0.4,0,0.4,0,
2022-03-31T01:25:00-07:00,0.3,0,0.3,0,
2022-03-31T01:30:00-07:00,0.3,0,0.3,0,83
2022-03-31T01:35:00-07:00,0.3,0,0.3,0,
2022-03-31T01:40:00-07:00,0.3,0,0.3,0,
2022-03-31T01:45:00-07:00,0.4,0,0.4,0,83
2022-03-31T01:50:00-07:00,0.4,0,0.4,0,
2022-03-31T01:55:00-07:00,0.5,0,0.5,0,
2022-03-31T02:00:00-07:00,0.4,0,0.4,0,82
2022-03-31T02:05:00-07:00,0.3,0,0.3,0,
2022-03-31T02:10:00-07:00,0.3,0,0.3,0,
2022-03-31T02:15:00-07:00,0.4,0,0.4,0,82
2022-03-31T02:20:00-07:00,0.3,0,0.3,0,
2022-03-31T02:25:00-07:00,0.4,0,0.4,0,
2022-03-31T02:30:00-07:00,0.5,0,0.5,0,82
2022-03-31T02:35:00-07:00,0.4,0,0.4,0,
2022-03-31T02:40:00-07:00,0.4,0,0.4,0,
2022-03-31T02:45:00-07:00,0.3,0,0.3,0,81
2022-03-31T02:50:00-07:00,0.7,0,0.7,0,
2022-03-31T02:55:00-07:00,0.9,0,0.9,0,
2022-03-31T03:00:00-07:00,1.0,0,1.0,0,81
2022-03-31T03:05:00-07:00,1.0,0,1.0,0,
2022-03-31T03:10:00-07:00,0.6,0,0.6,0,
2022-03-31T03:15:00-07:00,0.4,0,0.4,0,80
2022-03-31T03:20:00-07:00,0.3,0,0.3,0,
2022-03-31T03:25:00-07:00,0.5,0,0.5,0,
2022-03-31T03:30:00-07:00,0.3,0,0.3,0,80
2022-03-31T03:35:00-07:00,0.4,0,0.4,0,
2022-03-31T03:40:00-07:00,0.5,0,0.5,0,
2022-03-31T03:45:00-07:00,0.4,0,0.4,0,80
2022-03-31T03:50:00-07:00,0.4,0,0.4,0,
2022-03-31T03:55:00-07:00,0.4,0,0.4,0,
2022-03-31T04:00:00-07:00,0.5,0,0.5,0,79
2022-03-31T04:05:00-07:00,0.4,0,0.4,0,
2022-03-31T04:10:00-07:00,0.4,0,0.4,0,
2022-03-31T04:15:00-07:00,0.4,0,0.4,0,79
2022-03-31T04:20:00-07:00,0.4,0,0.4,0,
2022-03-31T04:25:00-07:00,0.4,0,0.4,0,
2022-03-31T04:30:00-07:00,0.4,0,0.4,0,79
2022-03-31T04:35:00-07:00,0.3,0,0.3,0,
2022-03-31T04:40:00-07:00,0.3,0,0.3,0,
2022-03-31T04:45:00-07:00,0.4,0,0.4,0,78
2022-03-31T04:50:00-07:00,0.4,0,0.4,0,
2022-03-31T04:55:00-07:00,0.5,0,0.5,0,
2022-03-31T05:00:00-07:00,0.4,0,0.4,0,78
2022-03-31T05:05:00-07:00,0.5,0,0.5,0,
2022-03-31T05:10:00-07:00,0.4,0,0.4,0,
2022-03-31T05:15:00-07:00,0.3,0,0.3,0,78
2022-03-31T05:20:00-07:00,0.3,0,0.3,0,
2022-03-31T05:25:00-07:00,0.2,0,0.2,0,
2022-03-31T05:30:00-07:00,0.5,0,0.5,0,78
2022-03-31T05:35:00-07:00,0.5,0,0.5,0,
2022-03-31T05:40:00-07:00,0.6,0,0.6,0,
2022-03-31T05:45:00-07:00,0.4,0,0.4,0,77
2022-03-31T05:50:00-07:00,0.3,0,0.3,0,
2022-03-31T05:55:00-07:00,0.3,0,0.3,0,
2022-03-31T06:00:00-07:00,0.2,0,0.2,0,77
2022-03-31T06:05:00-07:00,0.3,0,0.3,0,
2022-03-31T06:10:00-07:00,0.5,0,0.5,0,
2022-03-31T06:15:00-07:00,0.6,0,0.6,0,77
2022-03-31T06:20:00-07:00,0.5,0,0.5,0,
2022-03-31T06:25:00-07:00,0.5,0,0.5,0,
2022-03-31T06:30:00-07:00,0.3,0,0.3,0,76
2022-03-31T06:35:00-07:00,0.3,0,0.3,0,
2022-03-31T06:40:00-07:00,0.3,0,0.3,0,
2022-03-31T06:45:00-07:00,0.3,0,0.3,0,76
2022-03-31T06:50:00-07:00,0.5,0,0.5,0,
2022-03-31T06:55:00-07:00,0.5,0,0.5,0,
2022-03-31T07:00:00-07:00,0.8,0,0.8,0,76
2022-03-31T07:05:00-07:00,0.3,0,0.3,0,
2022-03-31T07:10:00-07:00,0.3,0.1,0.2,0,
2022-03-31T07:15:00-07:00,0.9,0.2,0.5,0.2,75
2022-03-31T07:20:00-07:00,0.4,0.2,0.2,0,
2022-03-31T07:25:00-07:00,0.7,0.3,0.4,0,
2022-03-31T07:30:00-07:00,0.7,0.4,0.3,0,75
2022-03-31T07:35:00-07:00,2.1,0.4,1.5,0.1,
2022-03-31T07:40:00-07:00,0.6,0.4,0.2,0,
2022-03-31T07:45:00-07:00,0.6,0.5,0.1,0,75
2022-03-31T07:50:00-07:00,0.4,0.6,-0.2,0,
2022-03-31T07:55:00-07:00,0.3,0.6,-0.3,0,
2022-03-31T08:00:00-07:00,0.5,0.7,-0.1,0,75
2022-03-31T08:05:00-07:00,0.5,0.5,0,0,
2022-03-31T08:10:00-07:00,0.6,0.8,-0.2,0,
2022-03-31T08:15:00-07:00,0.8,0.8,0,0,75
2022-03-31T08:20:00-07:00,0.7,1.0,-0.3,0,
2022-03-31T08:25:00-07:00,0.7,2.3,-1.6,0,
2022-03-31T08:30:00-07:00,1.3,2.9,-1.6,0,76
2022-03-31T08:35:00-07:00,1.4,3.4,-2.0,0,
2022-03-31T08:40:00-07:00,1.5,3.7,-2.2,0,
2022-03-31T08:45:00-07:00,1.5,3.8,-2.3,0,77
2022-03-31T08:50:00-07:00,0.9,4.2,-3.3,0,
2022-03-31T08:55:00-07:00,0.9,4.5,-3.6,0,
2022-03-31T09:00:00-07:00,0.8,4.2,-3.4,0,79
2022-03-31T09:05:00-07:00,0.7,2.2,-1.5,0,
2022-03-31T09:10:00-07:00,1.5,3.1,-1.6,0,
2022-03-31T09:15:00-07:00,1.6,3.2,-1.6,0,80
2022-03-31T09:20:00-07:00,1.9,4.1,-2.3,0,
2022-03-31T09:25:00-07:00,1.3,3.9,-2.6,0,
2022-03-31T09:30:00-07:00,0.8,4.4,-3.6,0,82
2022-03-31T09:35:00-07:00,0.6,3.3,-2.7,0,
2022-03-31T09:40:00-07:00,0.7,1.7,-0.9,0,
2022-03-31T09:45:00-07:00,0.8,1.3,-0.5,0,83
2022-03-31T09:50:00-07:00,1.0,3.4,-2.4,0,
2022-03-31T09:55:00-07:00,1.1,6.3,-5.2,0,
2022-03-31T10:00:00-07:00,1.1,6.0,-4.9,0,85
2022-03-31T10:05:00-07:00,1.0,4.9,-3.9,0,
2022-03-31T10:10:00-07:00,1.0,6.5,-5.5,0,
2022-03-31T10:15:00-07:00,1.0,6.6,-5.6,0,89
2022-03-31T10:20:00-07:00,1.0,6.8,-5.8,0,
2022-03-31T10:25:00-07:00,0.9,7.0,-6.1,0,
2022-03-31T10:30:00-07:00,2.3,7.3,-5.0,0,92
2022-03-31T10:35:00-07:00,0.9,7.0,-6.1,0,
2022-03-31T10:40:00-07:00,0.8,7.2,-6.4,0,
2022-03-31T10:45:00-07:00,0.8,6.5,-5.7,0,96
2022-03-31T10:50:00-07:00,5.9,8.5,-2.6,0,
2022-03-31T10:55:00-07:00,8.8,8.2,0.6,0,
2022-03-31T11:00:00-07:00,8.5,8.2,0.3,0,95
2022-03-31T11:05:00-07:00,8.5,8.3,0.3,0,
2022-03-31T11:10:00-07:00,8.4,9.0,-0.6,0,
2022-03-31T11:15:00-07:00,8.5,7.0,1.5,0,94
2022-03-31T11:20:00-07:00,8.5,5.3,3.2,0,
2022-03-31T11:25:00-07:00,5.7,3.6,2.1,0,
2022-03-31T11:30:00-07:00,3.7,4.4,-0.7,0,95
2022-03-31T11:35:00-07:00,3.9,7.1,-3.2,0,
2022-03-31T11:40:00-07:00,3.7,5.0,-1.2,0,
2022-03-31T11:45:00-07:00,3.6,5.8,-2.2,0,96
2022-03-31T11:50:00-07:00,3.4,7.8,-4.4,0,
2022-03-31T11:55:00-07:00,7.7,8.6,-0.9,0,
2022-03-31T12:00:00-07:00,8.6,8.6,0,0,97
2022-03-31T12:05:00-07:00,8.7,8.6,0.1,0,
2022-03-31T12:10:00-07:00,10.8,8.6,2.2,0,
2022-03-31T12:15:00-07:00,11.3,8.6,2.7,0,95
2022-03-31T12:20:00-07:00,11.3,8.7,2.6,0,
2022-03-31T12:25:00-07:00,10.8,8.7,2.1,0,
2022-03-31T12:30:00-07:00,10.7,8.7,1.9,0,94
2022-03-31T12:35:00-07:00,9.5,8.8,0.7,0,
2022-03-31T12:40:00-07:00,9.7,9.0,0.7,0,
2022-03-31T12:45:00-07:00,9.2,8.9,0.3,0,93
2022-03-31T12:50:00-07:00,9.1,8.8,0.3,0,
2022-03-31T12:55:00-07:00,9.4,8.9,0.5,0,
2022-03-31T13:00:00-07:00,8.6,8.9,-0.4,0,94
2022-03-31T13:05:00-07:00,8.5,9.1,-0.6,0,
2022-03-31T13:10:00-07:00,8.8,8.0,0.8,0,
2022-03-31T13:15:00-07:00,11.1,9.2,1.9,0,92
2022-03-31T13:20:00-07:00,7.5,4.7,2.9,0,
2022-03-31T13:25:00-07:00,6.6,5.7,0.9,0,
2022-03-31T13:30:00-07:00,5.6,4.4,1.2,0,92
2022-03-31T13:35:00-07:00,3.8,5.1,-1.3,0,
2022-03-31T13:40:00-07:00,2.7,3.7,-1.0,0,
2022-03-31T13:45:00-07:00,1.9,4.8,-3.0,0,94
2022-03-31T13:50:00-07:00,0.9,5.3,-4.4,0,
2022-03-31T13:55:00-07:00,1.0,8.3,-7.3,0,
2022-03-31T14:00:00-07:00,1.0,9.5,-8.4,0,98
2022-03-31T14:05:00-07:00,1.1,8.0,-6.9,0,
2022-03-31T14:10:00-07:00,1.0,7.3,-6.3,0,
2022-03-31T14:15:00-07:00,4.7,4.7,0,0,100
2022-03-31T14:20:00-07:00,2.7,5.2,-2.5,0,
2022-03-31T14:25:00-07:00,2.3,6.9,-1.7,-2.8,
2022-03-31T14:30:00-07:00,2.3,5.6,0,-3.4,100
2022-03-31T14:35:00-07:00,3.1,7.4,0,-4.3,
2022-03-31T14:40:00-07:00,3.3,6.6,0,-3.3,
2022-03-31T14:45:00-07:00,2.4,4.8,0,-2.3,100
2022-03-31T14:50:00-07:00,2.5,3.8,0,-1.3,
2022-03-31T14:55:00-07:00,2.3,4.3,0,-2.0,
2022-03-31T15:00:00-07:00,2.4,5.2,0,-2.8,100
2022-03-31T15:05:00-07:00,1.5,6.8,0,-5.2,
2022-03-31T15:10:00-07:00,3.9,8.8,0,-4.8,
2022-03-31T15:15:00-07:00,2.2,7.7,0,-5.5,100
2022-03-31T15:20:00-07:00,2.1,7.3,0,-5.1,
2022-03-31T15:25:00-07:00,1.3,6.9,0,-5.6,
