Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2022-07-18T00:00:00-07:00,0.6,0,0.6,0,68
2022-07-18T00:05:00-07:00,0.8,0,0.8,0,
2022-07-18T00:10:00-07:00,0.8,0,0.8,0,
2022-07-18T00:15:00-07:00,1.6,0,1.6,0,67
2022-07-18T00:20:00-07:00,1.6,0,1.6,0,
2022-07-18T00:25:00-07:00,1.4,0,1.4,0,
2022-07-18T00:30:00-07:00,0.9,0,0.9,0,66
2022-07-18T00:35:00-07:00,0.6,0,0.6,0,
2022-07-18T00:40:00-07:00,0.5,0,0.5,0,
2022-07-18T00:45:00-07:00,0.6,0,0.6,0,65
2022-07-18T00:50:00-07:00,0.8,0,0.8,0,
2022-07-18T00:55:00-07:00,1.4,0,1.4,0,
2022-07-18T01:00:00-07:00,1.3,0,1.3,0,64
2022-07-18T01:05:00-07:00,1.3,0,1.3,0,
2022-07-18T01:10:00-07:00,0.3,0,0.3,0,
2022-07-18T01:15:00-07:00,0.4,0,0.4,0,63
2022-07-18T01:20:00-07:00,0.4,0,0.4,0,
2022-07-18T01:25:00-07:00,0.5,0,0.5,0,
2022-07-18T01:30:00-07:00,0.6,0,0.6,0,63
2022-07-18T01:35:00-07:00,1.4,0,1.4,0,
2022-07-18T01:40:00-07:00,1.3,0,1.3,0,
2022-07-18T01:45:00-07:00,1.3,0,1.3,0,62
2022-07-18T01:50:00-07:00,0.4,0,0.4,0,
2022-07-18T01:55:00-07:00,0.3,0,0.3,0,
2022-07-18T02:00:00-07:00,0.4,0,0.4,0,61
2022-07-18T02:05:00-07:00,0.5,0,0.5,0,
2022-07-18T02:10:00-07:00,0.5,0,0.5,0,
2022-07-18T02:15:00-07:00,0.4,0,0.4,0,61
2022-07-18T02:20:00-07:00,1.4,0,1.4,0,
2022-07-18T02:25:00-07:00,0,0,0,0,
2022-07-18T02:30:00-07:00,0,0,0,0,0
2022-07-18T02:35:00-07:00,0,0,0,0,
2022-07-18T02:40:00-07:00,0,0,0,0,
2022-07-18T02:45:00-07:00,0,0,0,0,0
2022-07-18T02:50:00-07:00,0,0,0,0,
2022-07-18T02:55:00-07:00,0,0,0,0,
2022-07-18T03:00:00-07:00,0,0,0,0,58
2022-07-18T03:05:00-07:00,1.4,0,1.4,0,
2022-07-18T03:10:00-07:00,1.4,0,1.4,0,
2022-07-18T03:15:00-07:00,0.5,0,0.5,0,57
2022-07-18T03:20:00-07:00,0.4,0,0.4,0,
2022-07-18T03:25:00-07:00,0.4,0,0.4,0,
2022-07-18T03:30:00-07:00,0.3,0,0.3,0,57
2022-07-18T03:35:00-07:00,0.4,0,0.4,0,
2022-07-18T03:40:00-07:00,0.5,0,0.5,0,
2022-07-18T03:45:00-07:00,0.5,0,0.5,0,56
2022-07-18T03:50:00-07:00,1.6,0,1.6,0,
2022-07-18T03:55:00-07:00,2.1,0,2.1,0,
2022-07-18T04:00:00-07:00,0.3,0,0.3,0,55
2022-07-18T04:05:00-07:00,0.4,0,0.4,0,
2022-07-18T04:10:00-07:00,0.3,0,0.3,0,
2022-07-18T04:15:00-07:00,0.5,0,0.5,0,55
2022-07-18T04:20:00-07:00,0.5,0,0.5,0,
2022-07-18T04:25:00-07:00,0.4,0,0.4,0,
2022-07-18T04:30:00-07:00,0.4,0,0.4,0,54
2022-07-18T04:35:00-07:00,0.4,0,0.4,0,
2022-07-18T04:40:00-07:00,0.5,0,0.5,0,
2022-07-18T04:45:00-07:00,0.5,0,0.5,0,54
2022-07-18T04:50:00-07:00,0.5,0,0.5,0,
2022-07-18T04:55:00-07:00,0.4,0,0.4,0,
2022-07-18T05:00:00-07:00,0.4,0,0.4,0,53
2022-07-18T05:05:00-07:00,0.7,0,0.7,0,
2022-07-18T05:10:00-07:00,2.1,0,2.1,0,
2022-07-18T05:15:00-07:00,1.5,0,1.5,0,52
2022-07-18T05:20:00-07:00,0.5,0,0.5,0,
2022-07-18T05:25:00-07:00,0.4,0,0.4,0,
2022-07-18T05:30:00-07:00,0.3,0,0.3,0,51
2022-07-18T05:35:00-07:00,0.4,0,0.4,0,
2022-07-18T05:40:00-07:00,0.4,0,0.4,0,
2022-07-18T05:45:00-07:00,0.3,0,0.3,0,51
2022-07-18T05:50:00-07:00,0.4,0,0.4,0,
2022-07-18T05:55:00-07:00,0.4,0,0.4,0,
2022-07-18T06:00:00-07:00,0.5,0,0.5,0,50
2022-07-18T06:05:00-07:00,0.5,0,0.5,0,
2022-07-18T06:10:00-07:00,0.5,0,0.5,0,
2022-07-18T06:15:00-07:00,0.5,0,0.5,0,50
2022-07-18T06:20:00-07:00,0.5,0,0.5,0,
2022-07-18T06:25:00-07:00,0.5,0,0.5,0,
2022-07-18T06:30:00-07:00,0.5,0.1,0.4,0,50
2022-07-18T06:35:00-07:00,0.4,0.1,0.3,0,
2022-07-18T06:40:00-07:00,0.6,0.1,0.4,0,
2022-07-18T06:45:00-07:00,0.4,0.2,0.2,0,49
2022-07-18T06:50:00-07:00,0.5,0.2,0.3,0,
2022-07-18T06:55:00-07:00,0.4,0.2,0.2,0,
2022-07-18T07:00:00-07:00,0.4,0.3,0.2,0,49
2022-07-18T07:05:00-07:00,0.4,0.2,0.2,0,
2022-07-18T07:10:00-07:00,0.8,0.2,0.6,0,
2022-07-18T07:15:00-07:00,0.5,0.1,0.3,0,48
2022-07-18T07:20:00-07:00,0.5,0.2,0.3,0,
2022-07-18T07:25:00-07:00,0.4,0.2,0.2,0,
2022-07-18T07:30:00-07:00,0.4,0.3,0.1,0,48
2022-07-18T07:35:00-07:00,0.5,0.5,0,0,
2022-07-18T07:40:00-07:00,0.5,0.8,-0.3,0,
2022-07-18T07:45:00-07:00,0.5,1.1,-0.6,0,49
2022-07-18T07:50:00-07:00,1.4,1.4,0,0,
2022-07-18T07:55:00-07:00,0.5,1.9,-1.5,0,
2022-07-18T08:00:00-07:00,0.7,2.6,-1.9,0,50
2022-07-18T08:05:00-07:00,0.6,1.1,-0.5,0,
