Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2022-11-09T00:00:00-08:00,0.4,0,0.4,0,25
2022-11-09T00:05:00-08:00,0.5,0,0.5,0,
2022-11-09T00:10:00-08:00,0.4,0,0.4,0,
2022-11-09T00:15:00-08:00,0.7,0,0.7,0,24
2022-11-09T00:20:00-08:00,0.8,0,0.8,0,
2022-11-09T00:25:00-08:00,0.6,0,0.6,0,
2022-11-09T00:30:00-08:00,0.8,0,0.8,0,23
2022-11-09T00:35:00-08:00,0.7,0,0.7,0,
2022-11-09T00:40:00-08:00,0.7,0,0.7,0,
2022-11-09T00:45:00-08:00,0.4,0,0.4,0,23
2022-11-09T00:50:00-08:00,0.4,0,0.4,0,
2022-11-09T00:55:00-08:00,0.4,0,0.4,0,
2022-11-09T01:00:00-08:00,0.4,0,0.4,0,22
2022-11-09T01:05:00-08:00,0.3,0,0.3,0,
2022-11-09T01:10:00-08:00,0.3,0,0.3,0,
2022-11-09T01:15:00-08:00,0.4,0,0.4,0,22
2022-11-09T01:20:00-08:00,0.3,0,0.3,0,
2022-11-09T01:25:00-08:00,0.4,0,0.4,0,
2022-11-09T01:30:00-08:00,0.3,0,0.3,0,22
2022-11-09T01:35:00-08:00,0.3,0,0.3,0,
2022-11-09T01:40:00-08:00,0.3,0,0.3,0,
2022-11-09T01:45:00-08:00,0.4,0,0.4,0,21
2022-11-09T01:50:00-08:00,0.5,0,0.5,0,
2022-11-09T01:55:00-08:00,0.4,0,0.4,0,
2022-11-09T02:00:00-08:00,0.4,0,0.4,0,21
2022-11-09T02:05:00-08:00,0.3,0,0.3,0,
2022-11-09T02:10:00-08:00,0.4,0,0.4,0,
2022-11-09T02:15:00-08:00,0.4,0,0.4,0,20
2022-11-09T02:20:00-08:00,0.5,0,0.5,0,
2022-11-09T02:25:00-08:00,0.5,0,0.5,0,
2022-11-09T02:30:00-08:00,0.4,0,0.1,0.3,20
2022-11-09T02:35:00-08:00,0.4,0,0,0.4,
2022-11-09T02:40:00-08:00,0.3,0,0,0.3,
2022-11-09T02:45:00-08:00,0.2,0,0,0.2,20
2022-11-09T02:50:00-08:00,0.2,0,0,0.2,
2022-11-09T02:55:00-08:00,0.3,0,0,0.3,
2022-11-09T03:00:00-08:00,0.4,0,0,0.4,20
2022-11-09T03:05:00-08:00,0.4,0,0,0.4,
2022-11-09T03:10:00-08:00,0.4,0,0,0.4,
2022-11-09T03:15:00-08:00,0.4,0,0,0.4,20
2022-11-09T03:20:00-08:00,0.4,0,0,0.4,
2022-11-09T03:25:00-08:00,0.4,0,0,0.4,
2022-11-09T03:30:00-08:00,0.4,0,0,0.4,20
2022-11-09T03:35:00-08:00,0.4,0,0,0.4,
2022-11-09T03:40:00-08:00,0.5,0,0,0.5,
2022-11-09T03:45:00-08:00,0.3,0,0,0.3,20
2022-11-09T03:50:00-08:00,0.3,0,0,0.3,
2022-11-09T03:55:00-08:00,0.3,0,0,0.3,
2022-11-09T04:00:00-08:00,0.3,0,0,0.3,20
2022-11-09T04:05:00-08:00,0.4,0,0,0.4,
2022-11-09T04:10:00-08:00,0.4,0,0,0.4,
2022-11-09T04:15:00-08:00,0.4,0,0,0.4,20
2022-11-09T04:20:00-08:00,0.4,0,0,0.4,
2022-11-09T04:25:00-08:00,0.4,0,0,0.4,
2022-11-09T04:30:00-08:00,0.4,0,0,0.4,20
2022-11-09T04:35:00-08:00,0.3,0,0,0.3,
2022-11-09T04:40:00-08:00,0.3,0,0,0.3,
2022-11-09T04:45:00-08:00,0.3,0,0,0.3,20
2022-11-09T04:50:00-08:00,0.3,0,0,0.3,
2022-11-09T04:55:00-08:00,0.4,0,0,0.4,
2022-11-09T05:00:00-08:00,0.5,0,0,0.5,20
2022-11-09T05:05:00-08:00,0.4,0,0,0.4,
2022-11-09T05:10:00-08:00,0.4,0,0,0.4,
2022-11-09T05:15:00-08:00,0.4,0,0,0.4,20
2022-11-09T05:20:00-08:00,0.3,0,0,0.3,
2022-11-09T05:25:00-08:00,0.3,0,0,0.3,
2022-11-09T05:30:00-08:00,0.3,0,0,0.3,20
2022-11-09T05:35:00-08:00,0.3,0,0,0.3,
2022-11-09T05:40:00-08:00,0.3,0,0,0.3,
2022-11-09T05:45:00-08:00,1.6,0,0,1.6,20
2022-11-09T05:50:00-08:00,2.1,0,0,2.1,
2022-11-09T05:55:00-08:00,2.3,0,0,2.3,
2022-11-09T06:00:00-08:00,2.8,0,0,2.8,20
2022-11-09T06:05:00-08:00,2.9,0,0,2.9,
2022-11-09T06:10:00-08:00,3.5,0,0,3.5,
2022-11-09T06:15:00-08:00,4.1,0,0,4.1,20
2022-11-09T06:20:00-08:00,3.1,0,0,3.1,
2022-11-09T06:25:00-08:00,4.8,0,0,4.8,
2022-11-09T06:30:00-08:00,3.4,0,0,3.4,20
2022-11-09T06:35:00-08:00,4.2,0,0,4.2,
2022-11-09T06:40:00-08:00,4.4,0,0,4.4,
2022-11-09T06:45:00-08:00,8.7,0,0,8.7,20
2022-11-09T06:50:00-08:00,6.7,0,0,6.7,
2022-11-09T06:55:00-08:00,6.3,0,0,6.3,
2022-11-09T07:00:00-08:00,7.4,0,0,7.4,20
2022-11-09T07:05:00-08:00,5.9,0,0,5.9,
2022-11-09T07:10:00-08:00,5.6,0,0,5.6,
2022-11-09T07:15:00-08:00,5.5,0.1,0,5.4,20
2022-11-09T07:20:00-08:00,5.4,0.4,0,5.0,
2022-11-09T07:25:00-08:00,5.5,0.6,0,4.9,
2022-11-09T07:30:00-08:00,8.4,0.8,0,7.6,20
2022-11-09T07:35:00-08:00,5.5,1.0,0,4.5,
2022-11-09T07:40:00-08:00,7.5,1.1,0,6.4,
2022-11-09T07:45:00-08:00,5.6,1.3,0,4.3,20
2022-11-09T07:50:00-08:00,6.7,1.5,0,5.3,
2022-11-09T07:55:00-08:00,3.9,1.6,0,2.3,
2022-11-09T08:00:00-08:00,4.7,1.8,0,2.8,20
2022-11-09T08:05:00-08:00,5.4,2.0,0,3.4,
2022-11-09T08:10:00-08:00,5.0,2.2,0,2.8,
2022-11-09T08:15:00-08:00,3.5,2.4,0,1.1,20
2022-11-09T08:20:00-08:00,2.8,2.6,0,0.3,
2022-11-09T08:25:00-08:00,4.2,2.7,0,1.5,
2022-11-09T08:30:00-08:00,3.1,2.9,0,0.2,20
2022-11-09T08:35:00-08:00,5.6,3.1,-0.3,2.8,
2022-11-09T08:40:00-08:00,2.5,3.2,-0.7,0,
2022-11-09T08:45:00-08:00,2.6,3.4,-0.8,0,20
2022-11-09T08:50:00-08:00,2.6,3.6,-1.0,0,
2022-11-09T08:55:00-08:00,2.6,3.7,-1.1,0,
2022-11-09T09:00:00-08:00,2.0,3.9,-1.9,0,22
2022-11-09T09:05:00-08:00,0.5,4.0,-3.5,0,
2022-11-09T09:10:00-08:00,1.3,4.1,-2.8,0,
2022-11-09T09:15:00-08:00,2.4,4.3,-1.9,0,24
2022-11-09T09:20:00-08:00,2.5,4.4,-1.9,0,
2022-11-09T09:25:00-08:00,2.6,4.5,-2.0,0,
2022-11-09T09:30:00-08:00,2.6,4.6,-2.0,0,26
2022-11-09T09:35:00-08:00,2.7,4.7,-2.1,0,
2022-11-09T09:40:00-08:00,1.4,4.9,-3.5,0,
2022-11-09T09:45:00-08:00,0.5,5.0,-4.5,0,30
2022-11-09T09:50:00-08:00,0.4,5.0,-4.6,0,
2022-11-09T09:55:00-08:00,0.6,5.4,-4.8,0,
2022-11-09T10:00:00-08:00,0.6,4.8,-4.2,0,34
2022-11-09T10:05:00-08:00,0.6,3.0,-2.4,0,
2022-11-09T10:10:00-08:00,0.6,3.6,-3.0,0,
2022-11-09T10:15:00-08:00,0.6,6.4,-5.8,0,37
2022-11-09T10:20:00-08:00,0.5,4.8,-4.3,0,
2022-11-09T10:25:00-08:00,0.7,4.4,-3.8,0,
2022-11-09T10:30:00-08:00,0.6,5.1,-4.5,0,41
2022-11-09T10:35:00-08:00,0.4,4.9,-4.5,0,
2022-11-09T10:40:00-08:00,0.4,2.3,-1.9,0,
2022-11-09T10:45:00-08:00,0.4,2.9,-2.6,0,44
2022-11-09T10:50:00-08:00,0.7,5.8,-5.2,0,
2022-11-09T10:55:00-08:00,0.6,6.1,-5.5,0,
2022-11-09T11:00:00-08:00,0.6,6.4,-5.8,0,49
2022-11-09T11:05:00-08:00,0.6,6.4,-5.8,0,
2022-11-09T11:10:00-08:00,0.7,6.2,-5.5,0,
2022-11-09T11:15:00-08:00,0.8,6.4,-5.6,0,54
2022-11-09T11:20:00-08:00,0.8,6.4,-5.6,0,
2022-11-09T11:25:00-08:00,0.7,6.4,-5.7,0,
2022-11-09T11:30:00-08:00,0.7,6.3,-5.6,0,60
2022-11-09T11:35:00-08:00,0.7,6.3,-5.6,0,
2022-11-09T11:40:00-08:00,0.7,6.3,-5.6,0,
2022-11-09T11:45:00-08:00,0.7,6.3,-5.6,0,65
2022-11-09T11:50:00-08:00,1.2,6.3,-5.1,0,
2022-11-09T11:55:00-08:00,3.1,6.3,-3.2,0,
2022-11-09T12:00:00-08:00,2.5,6.3,-3.8,0,68
2022-11-09T12:05:00-08:00,2.6,6.2,-3.6,0,
2022-11-09T12:10:00-08:00,1.7,6.2,-4.5,0,
2022-11-09T12:15:00-08:00,0.6,6.2,-5.7,0,73
2022-11-09T12:20:00-08:00,0.6,6.2,-5.6,0,
2022-11-09T12:25:00-08:00,0.7,6.2,-5.4,0,
2022-11-09T12:30:00-08:00,0.8,6.1,-5.3,0,77
2022-11-09T12:35:00-08:00,0.7,6.1,-5.3,0,
