Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2023-02-15T00:00:00-08:00,0.8,0,0.8,0,59
2023-02-15T00:05:00-08:00,0.9,0,0.9,0,
2023-02-15T00:10:00-08:00,0.4,0,0.4,0,
2023-02-15T00:15:00-08:00,0.8,0,0.8,0,58
2023-02-15T00:20:00-08:00,0.7,0,0.7,0,
2023-02-15T00:25:00-08:00,0.7,0,0.7,0,
2023-02-15T00:30:00-08:00,0.5,0,0.5,0,57
2023-02-15T00:35:00-08:00,0.6,0,0.6,0,
2023-02-15T00:40:00-08:00,0.4,0,0.4,0,
2023-02-15T00:45:00-08:00,0.4,0,0.4,0,57
2023-02-15T00:50:00-08:00,0.3,0,0.3,0,
2023-02-15T00:55:00-08:00,0.4,0,0.4,0,
2023-02-15T01:00:00-08:00,0.4,0,0.4,0,56
2023-02-15T01:05:00-08:00,0.4,0,0.4,0,
2023-02-15T01:10:00-08:00,0.4,0,0.4,0,
2023-02-15T01:15:00-08:00,0.4,0,0.4,0,56
2023-02-15T01:20:00-08:00,0.4,0,0.4,0,
2023-02-15T01:25:00-08:00,0.2,0,0.2,0,
2023-02-15T01:30:00-08:00,0.3,0,0.3,0,56
2023-02-15T01:35:00-08:00,0.4,0,0.4,0,
2023-02-15T01:40:00-08:00,0.5,0,0.5,0,
2023-02-15T01:45:00-08:00,0.4,0,0.4,0,55
2023-02-15T01:50:00-08:00,0.4,0,0.4,0,
2023-02-15T01:55:00-08:00,0.3,0,0.3,0,
2023-02-15T02:00:00-08:00,0.3,0,0.3,0,55
2023-02-15T02:05:00-08:00,0.2,0,0.2,0,
2023-02-15T02:10:00-08:00,0.2,0,0.2,0,
2023-02-15T02:15:00-08:00,0.2,0,0.2,0,55
2023-02-15T02:20:00-08:00,0.4,0,0.4,0,
2023-02-15T02:25:00-08:00,0.4,0,0.4,0,
2023-02-15T02:30:00-08:00,0.3,0,0.3,0,54
2023-02-15T02:35:00-08:00,0.3,0,0.3,0,
2023-02-15T02:40:00-08:00,0.7,0,0.4,0.3,
2023-02-15T02:45:00-08:00,0.3,0,0.3,0,54
2023-02-15T02:50:00-08:00,0.3,0,0.3,0,
2023-02-15T02:55:00-08:00,0.2,0,0.2,0,
2023-02-15T03:00:00-08:00,0.5,0,0.5,0,53
2023-02-15T03:05:00-08:00,0.3,0,0.3,0,
2023-02-15T03:10:00-08:00,0.3,0,0.3,0,
2023-02-15T03:15:00-08:00,0.3,0,0.3,0,53
