Date time,Home (kW),Solar (kW),Powerwall (kW),Grid (kW),Energy Remaining (%)
2022-08-08T00:00:00-07:00,0.4,0,0.4,0,75
2022-08-08T00:05:00-07:00,0.4,0,0.4,0,
2022-08-08T00:10:00-07:00,0.5,0,0.5,0,
2022-08-08T00:15:00-07:00,0.5,0,0.5,0,75
2022-08-08T00:20:00-07:00,0.5,0,0.5,0,
2022-08-08T00:25:00-07:00,0.6,0,0.6,0,
2022-08-08T00:30:00-07:00,0.5,0,0.5,0,74
2022-08-08T00:35:00-07:00,0.4,0,0.4,0,
2022-08-08T00:40:00-07:00,0.4,0,0.4,0,
2022-08-08T00:45:00-07:00,0.4,0,0.4,0,74
2022-08-08T00:50:00-07:00,0.4,0,0.4,0,
2022-08-08T00:55:00-07:00,0.5,0,0.5,0,
2022-08-08T01:00:00-07:00,0.5,0,0.5,0,73
2022-08-08T01:05:00-07:00,0.5,0,0.5,0,
2022-08-08T01:10:00-07:00,0.5,0,0.5,0,
2022-08-08T01:15:00-07:00,0.5,0,0.5,0,73
2022-08-08T01:20:00-07:00,0.4,0,0.4,0,
2022-08-08T01:25:00-07:00,0.4,0,0.4,0,
2022-08-08T01:30:00-07:00,0.4,0,0.4,0,72
2022-08-08T01:35:00-07:00,0.5,0,0.5,0,
2022-08-08T01:40:00-07:00,0.6,0,0.6,0,
2022-08-08T01:45:00-07:00,0.5,0,0.5,0,72
2022-08-08T01:50:00-07:00,0.5,0,0.5,0,
2022-08-08T01:55:00-07:00,0.4,0,0.4,0,
2022-08-08T02:00:00-07:00,0.4,0,0.4,0,71
2022-08-08T02:05:00-07:00,0.5,0,0.5,0,
2022-08-08T02:10:00-07:00,0.5,0,0.5,0,
2022-08-08T02:15:00-07:00,0.4,0,0.4,0,71
2022-08-08T02:20:00-07:00,0.5,0,0.5,0,
2022-08-08T02:25:00-07:00,0.5,0,0.5,0,
2022-08-08T02:30:00-07:00,0,0,0,0,0
2022-08-08T02:35:00-07:00,0,0,0,0,
2022-08-08T02:40:00-07:00,0,0,0,0,
2022-08-08T02:45:00-07:00,0,0,0,0,0
2022-08-08T02:50:00-07:00,0,0,0,0,
2022-08-08T02:55:00-07:00,0,0,0,0,
2022-08-08T03:00:00-07:00,0,0,0,0,0
2022-08-08T03:05:00-07:00,0,0,0,0,
2022-08-08T03:10:00-07:00,0.5,0,0.5,0,
2022-08-08T03:15:00-07:00,0.5,0,0.5,0,69
2022-08-08T03:20:00-07:00,0.6,0,0.6,0,
2022-08-08T03:25:00-07:00,0.6,0,0.6,0,
2022-08-08T03:30:00-07:00,0.6,0,0.6,0,68
2022-08-08T03:35:00-07:00,0.6,0,0.6,0,
2022-08-08T03:40:00-07:00,0.5,0,0.5,0,
2022-08-08T03:45:00-07:00,0.6,0,0.6,0,68
2022-08-08T03:50:00-07:00,0.5,0,0.5,0,
2022-08-08T03:55:00-07:00,0.6,0,0.6,0,
2022-08-08T04:00:00-07:00,0.5,0,0.5,0,67
2022-08-08T04:05:00-07:00,0.5,0,0.5,0,
2022-08-08T04:10:00-07:00,0.5,0,0.5,0,
2022-08-08T04:15:00-07:00,0.5,0,0.5,0,67
2022-08-08T04:20:00-07:00,0.4,0,0.4,0,
2022-08-08T04:25:00-07:00,0.5,0,0.5,0,
2022-08-08T04:30:00-07:00,0.7,0,0.5,0.2,66
2022-08-08T04:35:00-07:00,0.5,0,0.5,0,
2022-08-08T04:40:00-07:00,0.5,0,0.5,0,
2022-08-08T04:45:00-07:00,0.5,0,0.5,0,66
2022-08-08T04:50:00-07:00,0.5,0,0.5,0,
2022-08-08T04:55:00-07:00,0.5,0,0.5,0,
2022-08-08T05:00:00-07:00,0.5,0,0.5,0,65
2022-08-08T05:05:00-07:00,0.5,0,0.5,0,
2022-08-08T05:10:00-07:00,0.5,0,0.5,0,
2022-08-08T05:15:00-07:00,0.4,0,0.4,0,65
2022-08-08T05:20:00-07:00,0.4,0,0.4,0,
2022-08-08T05:25:00-07:00,0.4,0,0.4,0,
2022-08-08T05:30:00-07:00,0.5,0,0.5,0,64
2022-08-08T05:35:00-07:00,0.6,0,0.6,0,
2022-08-08T05:40:00-07:00,0.5,0,0.5,0,
2022-08-08T05:45:00-07:00,0.5,0,0.5,0,64
2022-08-08T05:50:00-07:00,0.4,0,0.4,0,
2022-08-08T05:55:00-07:00,0.5,0,0.5,0,
2022-08-08T06:00:00-07:00,0.5,0,0.5,0,63
2022-08-08T06:05:00-07:00,0.4,0,0.4,0,
2022-08-08T06:10:00-07:00,0.5,0,0.5,0,
2022-08-08T06:15:00-07:00,0.5,0,0.5,0,63
2022-08-08T06:20:00-07:00,0.4,0,0.4,0,
2022-08-08T06:25:00-07:00,0.5,0.1,0.4,0,
2022-08-08T06:30:00-07:00,0.5,0.1,0.4,0,62
2022-08-08T06:35:00-07:00,0.4,0.2,0.3,0,
2022-08-08T06:40:00-07:00,0.4,0.2,0.2,0,
2022-08-08T06:45:00-07:00,0.6,0.2,0.3,0,62
2022-08-08T06:50:00-07:00,0.5,0.3,0.2,0,
2022-08-08T06:55:00-07:00,0.4,0.4,0,0,
2022-08-08T07:00:00-07:00,0.5,0.5,0,0,62
2022-08-08T07:05:00-07:00,0.5,0.7,-0.2,0,
2022-08-08T07:10:00-07:00,0.5,0.8,-0.3,0,
2022-08-08T07:15:00-07:00,0.4,0.9,-0.5,0,63
2022-08-08T07:20:00-07:00,0.5,1.0,-0.6,0,
2022-08-08T07:25:00-07:00,0.4,1.1,-0.7,0,
2022-08-08T07:30:00-07:00,0.5,1.3,-0.8,0,63
2022-08-08T07:35:00-07:00,0.5,1.4,-0.9,0,
2022-08-08T07:40:00-07:00,0.6,1.6,-1.0,0,
2022-08-08T07:45:00-07:00,0.5,1.7,-1.2,0,64
2022-08-08T07:50:00-07:00,0.5,1.9,-1.4,0,
2022-08-08T07:55:00-07:00,0.6,2.1,-1.5,0,
2022-08-08T08:00:00-07:00,0.5,2.2,-1.8,0,66
2022-08-08T08:05:00-07:00,0.5,2.4,-2.0,0,
2022-08-08T08:10:00-07:00,0.4,2.6,-2.2,0,
2022-08-08T08:15:00-07:00,0.4,2.8,-2.3,0,68
2022-08-08T08:20:00-07:00,0.5,2.9,-2.4,0,
2022-08-08T08:25:00-07:00,0.7,3.1,-2.4,0,
2022-08-08T08:30:00-07:00,0.7,3.3,-2.6,0,70
2022-08-08T08:35:00-07:00,0.8,3.5,-2.6,0,
2022-08-08T08:40:00-07:00,1.4,3.6,-2.2,0,
2022-08-08T08:45:00-07:00,1.4,3.8,-2.4,0,73
2022-08-08T08:50:00-07:00,1.4,4.0,-2.6,0,
2022-08-08T08:55:00-07:00,1.4,4.1,-2.7,0,
2022-08-08T09:00:00-07:00,1.5,4.3,-2.8,0,75
2022-08-08T09:05:00-07:00,1.6,4.4,-2.8,0,
2022-08-08T09:10:00-07:00,1.7,4.6,-2.9,0,
2022-08-08T09:15:00-07:00,1.1,4.7,-3.6,0,78
2022-08-08T09:20:00-07:00,0.4,4.9,-4.5,0,
2022-08-08T09:25:00-07:00,0.4,5.0,-4.6,0,
2022-08-08T09:30:00-07:00,0.4,5.2,-4.8,0,83
2022-08-08T09:35:00-07:00,0.5,5.3,-4.8,0,
2022-08-08T09:40:00-07:00,0.5,5.5,-5.0,0,
2022-08-08T09:45:00-07:00,1.4,5.6,-4.3,0,87
2022-08-08T09:50:00-07:00,1.5,5.8,-4.3,0,
2022-08-08T09:55:00-07:00,1.6,6.0,-4.4,0,
2022-08-08T10:00:00-07:00,1.7,6.1,-4.4,0,91
2022-08-08T10:05:00-07:00,1.7,6.2,-4.5,0,
2022-08-08T10:10:00-07:00,1.6,6.3,-4.7,0,
2022-08-08T10:15:00-07:00,1.5,6.5,-4.9,0,95
2022-08-08T10:20:00-07:00,1.5,6.6,-5.1,0,
2022-08-08T10:25:00-07:00,1.5,6.7,-5.2,0,
2022-08-08T10:30:00-07:00,1.6,6.8,-5.2,0,100
2022-08-08T10:35:00-07:00,1.6,6.9,-3.5,-1.8,
2022-08-08T10:40:00-07:00,1.5,7.0,0,-5.5,
2022-08-08T10:45:00-07:00,1.6,7.1,0,-5.5,100
2022-08-08T10:50:00-07:00,1.5,7.2,0,-5.6,
2022-08-08T10:55:00-07:00,1.5,7.3,0,-5.8,
2022-08-08T11:00:00-07:00,1.5,7.4,0,-5.9,100
2022-08-08T11:05:00-07:00,0.9,7.4,0,-6.6,
2022-08-08T11:10:00-07:00,0.3,7.5,0,-7.2,
2022-08-08T11:15:00-07:00,0.4,7.6,0,-7.2,100
2022-08-08T11:20:00-07:00,1.2,7.7,0,-6.5,
2022-08-08T11:25:00-07:00,1.5,7.7,0,-6.2,
2022-08-08T11:30:00-07:00,1.5,7.8,0,-6.3,100
2022-08-08T11:35:00-07:00,1.4,7.9,0,-6.5,
2022-08-08T11:40:00-07:00,1.6,8.0,0,-6.4,
2022-08-08T11:45:00-07:00,1.6,8.0,0,-6.5,100
2022-08-08T11:50:00-07:00,1.5,8.1,0,-6.6,
2022-08-08T11:55:00-07:00,1.7,8.1,0,-6.4,
2022-08-08T12:00:00-07:00,1.6,8.1,0,-6.5,100
2022-08-08T12:05:00-07:00,2.1,8.2,0,-6.1,
2022-08-08T12:10:00-07:00,2.6,8.2,0,-5.6,
2022-08-08T12:15:00-07:00,2.6,8.2,0,-5.6,100
2022-08-08T12:20:00-07:00,2.4,8.3,0,-5.8,
2022-08-08T12:25:00-07:00,2.4,8.3,0,-5.9,
2022-08-08T12:30:00-07:00,2.5,8.3,0,-5.8,100
2022-08-08T12:35:00-07:00,2.7,8.3,0,-5.6,
2022-08-08T12:40:00-07:00,3.0,8.4,0,-5.4,
2022-08-08T12:45:00-07:00,2.6,8.4,0,-5.8,100
2022-08-08T12:50:00-07:00,2.5,8.4,0,-5.9,
2022-08-08T12:55:00-07:00,2.9,8.4,0,-5.5,
2022-08-08T13:00:00-07:00,2.9,8.4,0,-5.6,100
2022-08-08T13:05:00-07:00,2.5,8.5,0,-5.9,
2022-08-08T13:10:00-07:00,2.6,8.5,0,-5.8,
2022-08-08T13:15:00-07:00,2.8,8.5,0,-5.7,100
2022-08-08T13:20:00-07:00,2.8,8.5,0,-5.6,
2022-08-08T13:25:00-07:00,2.9,8.5,0,-5.5,
2022-08-08T13:30:00-07:00,2.9,8.5,0,-5.6,100
2022-08-08T13:35:00-07:00,2.7,8.5,0,-5.7,
2022-08-08T13:40:00-07:00,2.9,8.4,0,-5.5,
2022-08-08T13:45:00-07:00,2.9,8.4,0,-5.5,100
2022-08-08T13:50:00-07:00,2.8,8.4,0,-5.6,
2022-08-08T13:55:00-07:00,2.8,8.3,0,-5.5,
2022-08-08T14:00:00-07:00,2.8,8.3,0,-5.5,100
2022-08-08T14:05:00-07:00,2.9,8.3,0,-5.4,
2022-08-08T14:10:00-07:00,3.0,8.2,0,-5.3,
2022-08-08T14:15:00-07:00,3.0,8.2,0,-5.2,100
2022-08-08T14:20:00-07:00,3.1,8.1,0,-5.0,
2022-08-08T14:25:00-07:00,3.1,8.1,0,-5.0,
2022-08-08T14:30:00-07:00,3.0,8.0,0,-5.0,100
2022-08-08T14:35:00-07:00,2.9,8.0,0,-5.2,
2022-08-08T14:40:00-07:00,2.9,8.0,0,-5.1,
2022-08-08T14:45:00-07:00,3.0,7.9,0,-4.9,100
2022-08-08T14:50:00-07:00,2.9,7.8,0,-4.9,
2022-08-08T14:55:00-07:00,3.3,7.8,0,-4.5,
2022-08-08T15:00:00-07:00,3.7,7.7,0,-4.0,100
2022-08-08T15:05:00-07:00,2.8,7.6,0,-4.7,
2022-08-08T15:10:00-07:00,2.6,7.5,0,-4.9,
2022-08-08T15:15:00-07:00,3.0,7.5,0,-4.4,100
2022-08-08T15:20:00-07:00,3.0,7.3,0,-4.3,
2022-08-08T15:25:00-07:00,2.9,7.3,0,-4.4,
2022-08-08T15:30:00-07:00,3.0,7.2,0,-4.2,100
2022-08-08T15:35:00-07:00,4.0,7.1,0,-3.1,
2022-08-08T15:40:00-07:00,3.2,7.1,0,-3.9,
2022-08-08T15:45:00-07:00,3.0,7.0,0,-4.0,100
2022-08-08T15:50:00-07:00,3.1,6.7,0,-3.6,
2022-08-08T15:55:00-07:00,3.2,5.9,0,-2.6,
2022-08-08T16:00:00-07:00,3.2,5.9,0,-2.6,100
2022-08-08T16:05:00-07:00,3.2,3.6,0.2,-0.5,
2022-08-08T16:10:00-07:00,3.2,3.0,0.3,0,
2022-08-08T16:15:00-07:00,3.1,5.5,0,-2.4,100
2022-08-08T16:20:00-07:00,3.1,6.9,0,-3.8,
2022-08-08T16:25:00-07:00,3.2,6.5,0,-3.3,
2022-08-08T16:30:00-07:00,3.2,6.2,0,-3.0,100
2022-08-08T16:35:00-07:00,3.3,5.9,0,-2.6,
2022-08-08T16:40:00-07:00,3.3,5.4,0,-2.1,
